name,number,email,website,category,url
iGinsengs 參意棧,647 712 8120,iginsengs@gmail.com,http://www.iGinsengs.com,"Online Stores 網上商店, Health Food 保健食品, Chinese Herbs 中草藥行, Ginsengs 參茸",https://www.canadayp.ca/canada/markham/local-business/iginsengs
King Square LTD 王府井,(905) 887-8889,,https://www.kingsquare.ca,"Real Estate Company 房地産公司, Real Estate Developer 地產發展商, Property Management Company 物業管理",https://www.canadayp.ca/canada/markham/local-business/king-square-ltd
關榮光(Peter Kwan)- 房地產經紀,416-288-8811,peter@pkwan.com,http://www.peterkwan.com,"Real Estate Company 房地産公司, Real Estate Agent 房地産經紀",https://www.canadayp.ca/canada/markham/local-business/realestate/peter-kwan
REDKEY PRODUCTION,647-330 3980,,,Karaoke 卡拉OK,https://www.canadayp.ca/canada/markham/local-business/redkey-production
Sea Horse Eastern Canada Ltd 欣欣海馬專門店,905-305-9818,,,Furniture 傢俱,https://www.canadayp.ca/canada/markham/local-business/sea-horse-eastern-canada-ltd
Style Window Covering,905-474 0100,StyleWindowCovering@gmail.com,http://www.stylewindowcovering.com,"Carpets and Rugs 地毯, Curtains and Blinds 窗簾及百葉簾",https://www.canadayp.ca/canada/markham/local-business/style-window-covering
The Best Shop 大多百大型百貨連鎖,6472823243,,,"Department Stores 百貨公司, Gift Shops 禮品店",https://www.canadayp.ca/canada/markham/local-business/the-best-shop
Tung Tung Dan Quen King 東東蛋卷皇,416 543 4610,tungtungdanquenking@gmail.com,http://www.tungtungdanquenking.com,"Dessert House 甜品屋, Food Court 美食廣場, Fast Food 快餐店",https://www.canadayp.ca/canada/markham/local-business/tung-tung-dan-quen-king
Dixie Square Health Clinic ,905-629-9988,dixiesquarehealth@gmail.com,https://www.dshc.ca,"Chiropractors 脊醫診所, Chinese Medicine Practitioners 中醫診所",https://www.canadayp.ca/canada/mississauga/business/dixie-square-health-clinic-
Kwan Dental Centre 關氏專科種牙,905-766-1810,info@kwanimplant.com,http://www.kwanimplant.com,"Dental Specialists 牙科專科, Orthodontist 牙齒矯正, Dentist 牙醫診所",https://www.canadayp.ca/canada/north-york/local-business/kwan-dental-centre
CLUB D'ELITE SPA 龍泉水療按摩養生會所,(905) 770 3188    (905) 780 8813,info@clubdelite.com,http://www.clubdelite.com,"Massage Treatments 按摩指壓, Manicure 美甲美容, Spa 水療中心, Hair Salons 髮型屋",https://www.canadayp.ca/canada/richmond-hill/local-business/club-delite-spa
李師傅 室內裝修設計工程,416-818 6298,,,"Kitchen Cabinets 廚櫃酒吧, Garage Doors 車庫門, Flooring 地板樓梯, Carpets and Rugs 地毯, Stones 石材, Tiles 瓷磚, Roofing 屋頂, Renovations 裝修, Renovations Design 裝修設計工程, Heating 暖氣工程, Plumbing (Household) 水管工程 (家居)",https://www.canadayp.ca/canada/scarborough/business/李師傅-室內裝修設計工程
Olympia Wholesale Co. 奧運批發,416-412-1555 ,sngai77@hotmail.com,https://www.olympiawholesaleco.com,Wholesalers 批發商,https://www.canadayp.ca/canada/scarborough/local-business/olympia-wholesale-co
乾坤子風水命理玄學顧問,647-271 7888,FengShuiStevenLau@gmail.com,https://www.stevenlaufengshui.com/,"Feng Shui 風水算命, Religion 宗教, Geomancy 風水命理, Religious Accessories 宗教用品",https://www.canadayp.ca/canada/scarborough/local-business/乾坤子風水命理玄學顧問
Star Lobster,416 609 8964,star.lobster@yahoo.ca,,"Supermarkets 超級市場, Wholesalers 批發商",https://www.canadayp.ca/canada/toronto/business/star-lobster
Bangkok Meat Balls Food Co. Ltd 曼谷食品公司,4162990055,Info@BangKokFoods.com,https://www.bangkokfoods.com/,"Supermarkets 超級市場, Wholesalers 批發商",https://www.canadayp.ca/canada/toronto/local-business/bangkok-meat-balls-food-co-ltd
Liss Gallery,416-787-9872,,,Art Gallery 畫廊畫框,https://www.canadayp.ca/canada/toronto/local-business/liss-gallery
加拿大國際風水命理研究中心 - 劉燮鈞大師,416-838 1829,xiejunliuca@hotmail.com,http://www.cafengshuinet.com,"Feng Shui 風水算命, Religion 宗教, Geomancy 風水命理, Religious Accessories 宗教用品",https://www.canadayp.ca/canada/toronto/local-business/master-liu-xie-jun
Wing Hang Oriental Products 永恆有限公司,416-335-5333,,,"Furniture 傢俱, Crafts 工藝品",https://www.canadayp.ca/canada/toronto/local-business/wing-hang-oriental-products-永恆有限公司
CANTACT CONSTRUCTION INC. 華興屋頂,416-388-9116      岑生,,http://www.canadayp.ca/cantact-roofing,"Aluminum 鋁片, Roofing 屋頂, Eavestrough 水澗",https://www.canadayp.ca/cantact-roofing
Chuang Mei Window Covering Inc. 創美窗簾,"647-963-2080 , 647-962-2080",info@windowscoveringca.com,http://www.windowscoveringca.com,"Interior Design 室內設計, Bedroom Products 寢室用品, Renovations Design 裝修設計工程, Curtains and Blinds 窗簾及百葉簾",https://www.canadayp.ca/chuang-mei-window-covering-inc
CHUNG KIN RENOVATIONS INC. 眾建裝俢工程公司,647-382-0070 Kevin Ma 馬先生,ma0070@live.cn,http://www.canadayp.ca/chung-kin-renovations,"Bathroom Equipment and Accessories 浴室潔具, Landscaping 園藝建築, Doors 門窗玻璃, Garage Doors 車庫門, Interlocking 鋪磚, Windows 門窗, Flooring 地板樓梯, Deck 圍欄露台, Window Grille 窗花, Security (Household) 保安設備 (家居), Kitchen Design 廚房設計, Interior Design 室內設計, Chemical Raw Materials 化工原料, Iron Gate 鐵閘, Carpentry 木工木器, Renovations 裝修, Renovations Design 裝修設計工程, Building Materials 建築材料, Glass 玻璃門窗, Fabric 布料",https://www.canadayp.ca/chung-kin-renovations
A Alert Drain Limited,416-244-6891,,,Drainage Cleaning (Household) 通渠服務 (家居),https://www.canadayp.ca/concord/local-business/a-alert-drain-limited
Antonino’s Pizzeria & Panini,(905) 303-4888,,,Pizza Restaurants 薄餅店,https://www.canadayp.ca/concord/local-business/antonino’s-pizzeria-panini
Brafasco,905-660-6289,,,Hardware Tools 五金工具,https://www.canadayp.ca/concord/local-business/brafasco
Canadian Hobbycraft Ltd,905-738-6556,,,Gift Shops 禮品店,https://www.canadayp.ca/concord/local-business/canadian-hobbycraft-ltd
Ceralux Industries Inc,905-764-5555,,,"Renovations 裝修, Renovations Design 裝修設計工程",https://www.canadayp.ca/concord/local-business/ceralux-industries-inc
"Chrysler  Seven View, Ltd",905-669-5050,,,"Car Dealer 汽車經銷商, Car Leasing 汽車租賃",https://www.canadayp.ca/concord/local-business/chrysler-seven-view-ltd
Concord Hardware,905-669-9914,,,Hardware Tools 五金工具,https://www.canadayp.ca/concord/local-business/concord-hardware
"Concord Pet Shop, The",905-669-6895,,,Pet Shop 寵物店,https://www.canadayp.ca/concord/local-business/concord-pet-shop-the
Cornice Mouldings Inc,905-738-8300,,,"Building Materials 建築材料, Tiles 瓷磚",https://www.canadayp.ca/concord/local-business/cornice-mouldings-inc
DHS America Sport - Table Tennis Accessories & Tables,905-761-6605,,,Sports Accessories 運動用品,https://www.canadayp.ca/concord/local-business/dhs-america-sport-table-tennis-accessories-tables
Eastern Overhead Doors Ltd,905-795-0802,,,"Doors 門窗玻璃, Windows 門窗",https://www.canadayp.ca/concord/local-business/eastern-overhead-doors-ltd
Elite Mouldings,905-760-1665 *35,,,"Renovations 裝修, Renovations Design 裝修設計工程",https://www.canadayp.ca/concord/local-business/elite-mouldings
Gas BBQ Parts & Service Centre Inc,905-761-8511,,,Kitchenware 廚具爐頭,https://www.canadayp.ca/concord/local-business/gas-bbq-parts-service-centre-inc
Le Grandi Firme,905-760-8466,,,Boutiques 時裝店,https://www.canadayp.ca/concord/local-business/le-grandi-firme
Marcellos Pizzeria,(905) 532-0184,,,Pizza Restaurants 薄餅店,https://www.canadayp.ca/concord/local-business/marcellos-pizzeria
Northland Hardwood Ltd,905-761-2008,,,Flooring 地板樓梯,https://www.canadayp.ca/concord/local-business/northland-hardwood-ltd
Orbit Beauty & Office Furniture Inc,905-738-0170,,,"Furniture 傢俱, Office Equipment and Accessories 辦公室設備",https://www.canadayp.ca/concord/local-business/orbit-beauty-office-furniture-inc
Regal Crest Homes,905-669-5003,,,"Renovations 裝修, Renovations Design 裝修設計工程",https://www.canadayp.ca/concord/local-business/regal-crest-homes
Rivalda Ceramic Tiles Inc,905-738-7100,,,"Tiles 瓷磚, Stones 石材",https://www.canadayp.ca/concord/local-business/rivalda-ceramic-tiles-inc
Rose Sun Window Covering 榮晟窗藝,905-760-2992,,,Curtains and Blinds 窗簾及百葉簾,https://www.canadayp.ca/concord/local-business/rose-sun-window-covering-榮晟窗藝
Sew Canada Industries Inc,905-660-7470,,,Electronics Equipment 家電設備,https://www.canadayp.ca/concord/local-business/sew-canada-industries-inc
Staples Business Depot,905-660-7051,,,Office Equipment and Accessories 辦公室設備,https://www.canadayp.ca/concord/local-business/staples-business-depot
Westar Aluminum & Glass Industries Inc,905-761-5858,,,"Glass 玻璃門窗, Windows 門窗",https://www.canadayp.ca/concord/local-business/westar-aluminum-glass-industries-inc
安信門窗,416-417-1698,,,"Doors 門窗玻璃, Windows 門窗",https://www.canadayp.ca/concord/local-business/安信門窗
宏創工程,647-477-2220,,,"Renovations 裝修, Renovations Design 裝修設計工程",https://www.canadayp.ca/concord/local-business/宏創工程
日昇招牌與霓虹,905-738-5838,,,Signs 招牌,https://www.canadayp.ca/concord/local-business/日昇招牌與霓虹
Ecko Jay Realty,416-445-8858,,,Real Estate Company 房地産公司,https://www.canadayp.ca/don-mills/local-business/ecko-jay-realty
"Lo, Lily & Associates Dr. Dental Office",416-444-9045,,,Dentist 牙醫診所,https://www.canadayp.ca/don-mills/local-business/lo-lily-associates-dr-dental-office
MD Laser Skin Clinic & Facial Spa,416-445-7546,,,"Family Doctors 家庭醫生, Dentist 牙醫診所",https://www.canadayp.ca/don-mills/local-business/md-laser-skin-clinic-facial-spa
平安保險中心,416-391-3211,,,Insurance 保險公司,https://www.canadayp.ca/don-mills/local-business/平安保險中心
明信理財集團,416-696-0083,,,"Insurance 保險公司, Financial Consultant 理財顧問",https://www.canadayp.ca/don-mills/local-business/明信理財集團
Aesthetic Products Canada,416-736-9772,,,"Beauty Products 美容化妝, Beauty Salon 美容院",https://www.canadayp.ca/downsview/local-business/aesthetic-products-canada
Telephone Depot,416-661-7333,,,Electronics Equipment 家電設備,https://www.canadayp.ca/downsview/local-business/telephone-depot
Matsuri Sushi,905-628-0133,,,"Japanese Restaurants 日本餐館, Restaurants Japanese 日本餐館",https://www.canadayp.ca/dundas/local-business/matsuri-sushi
王朝釀酒,416-288-1555,,,"Wine Retail 酒零售, Winery 酒莊",https://www.canadayp.ca/east-york/local-business/王朝釀酒
Toyota Erin Park,905-828-7711,,,"Car Dealer 汽車經銷商, Car Leasing 汽車租賃",https://www.canadayp.ca/erin-mills-auto-park-2411-motorway-blvd/local-business/toyota-erin-park
Advantage Rent A Car,416-245-2526,,,Car Rental 租車服務,https://www.canadayp.ca/etobicoke/local-business/advantage-rent-a-car
Bell World (Woodbine Centre),416-798-3178,,,"Telecommunications Equipments 電訊設備, Telecommunications Agents 電訊代理",https://www.canadayp.ca/etobicoke/local-business/bell-world-28woodbine-centre29
College Disposal Excavations & Demolitions,416-234-5999,,,Drainage Cleaning (Household) 通渠服務 (家居),https://www.canadayp.ca/etobicoke/local-business/college-disposal-excavations-demolitions
Costco,416-251-2832,,,Supermarkets 超級市場,https://www.canadayp.ca/etobicoke/local-business/costco
"Dr Leung, Hans",416-745-5445,,,Dentist 牙醫診所,https://www.canadayp.ca/etobicoke/local-business/dr-leung-hans
"Dr Tse, CY",416-622-9220,,,Family Doctors 家庭醫生,https://www.canadayp.ca/etobicoke/local-business/dr-tse-cy
Eco Water Systems,416-244-6411,,,"Water Solution 淨水系統, Water Filter 濾水器",https://www.canadayp.ca/etobicoke/local-business/eco-water-systems
Fantasy In Glass,416-252-6868,,,"Craft 勞作班, Art 繪畫班, Interest Classes 興趣班, Glass 玻璃門窗, Extra Curricular Activities 課外活動",https://www.canadayp.ca/etobicoke/local-business/fantasy-in-glass
Furniture Mattress House,416-674-5620,,,Furniture 傢俱,https://www.canadayp.ca/etobicoke/local-business/furniture-mattress-house
Great Truck Driving School,416-745-7700,,,"Driving Coach 教車師傅, Driving School 駕駛訓練中心",https://www.canadayp.ca/etobicoke/local-business/great-truck-driving-school
Holt Renfrew,416-621-9900,,,Boutiques 時裝店,https://www.canadayp.ca/etobicoke/local-business/holt-renfrew
Home Depot,416-626-9800,,,Hardware Tools 五金工具,https://www.canadayp.ca/etobicoke/local-business/home-depot
Home Depot,416-746-1357,,,Hardware Tools 五金工具,https://www.canadayp.ca/etobicoke/local-business/home-depot-8315
Home Outfitters,416-847-0494,,,Department Stores 百貨公司,https://www.canadayp.ca/etobicoke/local-business/home-outfitters
IKEA,416-646-4532,,,"Furniture 傢俱, Lighting 燈飾照明",https://www.canadayp.ca/etobicoke/local-business/ikea
International College of Mgt. & Technology,416-244-2278,,,Extra Curricular Activities 課外活動,https://www.canadayp.ca/etobicoke/local-business/international-college-of-mgt-technology
JBQS Consulting Ltd,416-648-2389,,,Real Estate Company 房地産公司,https://www.canadayp.ca/etobicoke/local-business/jbqs-consulting-ltd
Kaos Music Centre,416-233-2232,,,"Interest Classes 興趣班, Musical Instrument Shop 樂器樂譜, Piano Shop 琴行, Extra Curricular Activities 課外活動",https://www.canadayp.ca/etobicoke/local-business/kaos-music-centre
LCBO,416-239-3065,,,Tobacco煙草,https://www.canadayp.ca/etobicoke/local-business/lcbo
LCBO,416-233-6081,,,Tobacco煙草,https://www.canadayp.ca/etobicoke/local-business/lcbo-8260
Markland Wood 聯合診所,416-695-8878,,,Family Doctors 家庭醫生,https://www.canadayp.ca/etobicoke/local-business/markland-wood-聯合診所
Mazda Westowne,416-232-2011,,,"Car Dealer 汽車經銷商, Car Leasing 汽車租賃",https://www.canadayp.ca/etobicoke/local-business/mazda-westowne
Mercedes-Benz,416-255-1132,,,"Car Dealer 汽車經銷商, Car Leasing 汽車租賃",https://www.canadayp.ca/etobicoke/local-business/mercedes-benz
Mercedes-Benz,416-252-7244,,,"Car Dealer 汽車經銷商, Car Leasing 汽車租賃",https://www.canadayp.ca/etobicoke/local-business/mercedes-benz-17397
Mini-Indy Ltd,416-614-6789,,,Sports Accessories 運動用品,https://www.canadayp.ca/etobicoke/local-business/mini-indy-ltd
Naked Furniture,416-248-0007,,,Furniture 傢俱,https://www.canadayp.ca/etobicoke/local-business/naked-furniture
Norwood Fire Extinguisher Co,416-239-7357,,,"Security (Commercial) 保安設備 (商業), Security (Household) 保安設備 (家居), Locksmith 門鎖開鎖",https://www.canadayp.ca/etobicoke/local-business/norwood-fire-extinguisher-co
Olly Shoes,416-622-6522,,,Boutiques 時裝店,https://www.canadayp.ca/etobicoke/local-business/olly-shoes
Onyx-Fire Protection Services Inc,416-674-5633,,,"Security (Commercial) 保安設備 (商業), Security (Household) 保安設備 (家居), Locksmith 門鎖開鎖",https://www.canadayp.ca/etobicoke/local-business/onyx-fire-protection-services-inc
Part Source,416-251-6664,,,Tires and Accessories 汽車輪胎及配件,https://www.canadayp.ca/etobicoke/local-business/part-source
